CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Customer_Segment,Cluster,Customer_Cluster
CUST027677,529,2,1586.65,3,3,3,333,9,Potential Loyalists,2,Occasional Customers
CUST027678,137,1,1658.23,5,1,3,513,9,Potential Loyalists,2,Occasional Customers
CUST027679,1379,1,781.06,1,1,2,112,4,At Risk,1,Inactive Customers
CUST027680,569,2,2290.16,3,3,4,334,10,Loyal Customers,0,Regular Customers
CUST027681,519,2,1480.88,3,3,3,333,9,Potential Loyalists,2,Occasional Customers
CUST027682,72,3,543.9,5,4,1,541,10,Loyal Customers,2,Occasional Customers
CUST027683,177,3,4229.21,4,4,5,445,13,Champions,0,Regular Customers
CUST027684,172,1,412.74,5,1,1,511,7,Potential Loyalists,2,Occasional Customers
CUST027685,469,1,741.56,3,1,2,312,6,At Risk,2,Occasional Customers
CUST027686,1673,1,1405.54,1,1,2,112,4,At Risk,1,Inactive Customers
CUST027687,1168,1,1914.24,1,1,3,113,5,At Risk,1,Inactive Customers
CUST027688,1142,3,3583.69,1,4,5,145,10,Loyal Customers,0,Regular Customers
CUST027691,103,4,4734.86,5,5,5,555,15,Champions,3,High Value Customers
CUST027692,177,4,5076.33,4,5,5,455,14,Champions,3,High Value Customers
CUST027695,295,2,3310.4100000000003,4,3,4,434,11,Loyal Customers,0,Regular Customers
CUST027696,270,3,2165.12,4,4,3,443,11,Loyal Customers,0,Regular Customers
CUST027697,1374,1,807.4,1,1,2,112,4,At Risk,1,Inactive Customers
CUST027699,542,3,4420.28,3,4,5,345,12,Loyal Customers,0,Regular Customers
CUST027700,387,2,2024.1000000000001,4,3,3,433,10,Loyal Customers,2,Occasional Customers
CUST027702,1515,2,1874.2600000000002,1,3,3,133,7,Potential Loyalists,1,Inactive Customers
CUST027703,212,2,1399.3899999999999,4,3,2,432,9,Potential Loyalists,2,Occasional Customers
CUST027705,924,4,3842.63,2,5,5,255,12,Loyal Customers,0,Regular Customers
CUST027706,64,6,4516.06,5,5,5,555,15,Champions,3,High Value Customers
CUST027707,232,2,877.44,4,3,2,432,9,Potential Loyalists,2,Occasional Customers
CUST027708,741,2,1487.82,2,3,3,233,8,Potential Loyalists,2,Occasional Customers
CUST027709,173,3,2296.9,5,4,4,544,13,Champions,0,Regular Customers
CUST027710,645,3,1142.48,3,4,2,342,9,Potential Loyalists,0,Regular Customers
CUST027711,55,2,176.55,5,3,1,531,9,Potential Loyalists,2,Occasional Customers
CUST027712,220,3,3472.87,4,4,5,445,13,Champions,0,Regular Customers
CUST027713,569,1,1011.87,3,1,2,312,6,At Risk,2,Occasional Customers
CUST027714,317,2,3533.67,4,3,5,435,12,Loyal Customers,0,Regular Customers
CUST027716,209,4,4430.57,4,5,5,455,14,Champions,3,High Value Customers
CUST027717,1422,1,344.48,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST027721,714,3,2194.07,2,4,3,243,9,Potential Loyalists,0,Regular Customers
CUST027722,47,3,2335.2599999999998,5,4,4,544,13,Champions,0,Regular Customers
CUST027723,624,3,1497.8300000000002,3,4,3,343,10,Loyal Customers,0,Regular Customers
CUST027724,550,1,913.32,3,1,2,312,6,At Risk,2,Occasional Customers
CUST027725,432,3,1047.2,3,4,2,342,9,Potential Loyalists,0,Regular Customers
CUST027726,145,3,3612.14,5,4,5,545,14,Champions,0,Regular Customers
CUST027728,1581,1,99.18,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST027729,1347,1,22.72,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST027730,136,4,4162.57,5,5,5,555,15,Champions,3,High Value Customers
CUST027731,688,2,1168.9299999999998,2,3,2,232,7,Potential Loyalists,2,Occasional Customers
CUST027732,60,2,1194.29,5,3,2,532,10,Loyal Customers,2,Occasional Customers
CUST027734,21,1,1005.26,5,1,2,512,8,Potential Loyalists,2,Occasional Customers
CUST027735,883,3,3601.8700000000003,2,4,5,245,11,Loyal Customers,0,Regular Customers
CUST027736,147,1,1513.45,5,1,3,513,9,Potential Loyalists,2,Occasional Customers
CUST027738,1314,1,1010.15,1,1,2,112,4,At Risk,1,Inactive Customers
CUST027739,948,4,4785.81,2,5,5,255,12,Loyal Customers,3,High Value Customers
CUST027740,306,1,183.35,4,1,1,411,6,At Risk,2,Occasional Customers
CUST027741,336,5,5559.8,4,5,5,455,14,Champions,3,High Value Customers
CUST027742,1182,4,4205.5,1,5,5,155,11,Loyal Customers,3,High Value Customers
CUST027744,315,4,4038.51,4,5,5,455,14,Champions,3,High Value Customers
CUST027745,144,2,2668.7799999999997,5,3,4,534,12,Loyal Customers,0,Regular Customers
CUST027746,496,3,1975.1399999999999,3,4,3,343,10,Loyal Customers,0,Regular Customers
CUST027748,633,1,272.26,3,1,1,311,5,At Risk,2,Occasional Customers
CUST027749,258,2,846.8499999999999,4,3,2,432,9,Potential Loyalists,2,Occasional Customers
CUST027750,202,1,1032.56,4,1,2,412,7,Potential Loyalists,2,Occasional Customers
CUST027751,512,1,484.04,3,1,1,311,5,At Risk,2,Occasional Customers
CUST027752,723,1,557.3,2,1,1,211,4,At Risk,2,Occasional Customers
CUST027753,263,4,3515.05,4,5,5,455,14,Champions,0,Regular Customers
CUST027754,40,2,508.19,5,3,1,531,9,Potential Loyalists,2,Occasional Customers
CUST027755,1170,1,182.08,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST027756,372,3,2436.26,4,4,4,444,12,Loyal Customers,0,Regular Customers
CUST027757,1438,2,3527.52,1,3,5,135,9,Potential Loyalists,1,Inactive Customers
CUST027758,402,3,3315.92,3,4,4,344,11,Loyal Customers,0,Regular Customers
CUST027759,312,2,965.18,4,3,2,432,9,Potential Loyalists,2,Occasional Customers
CUST027760,642,1,655.59,3,1,1,311,5,At Risk,2,Occasional Customers
CUST027761,335,2,2491.44,4,3,4,434,11,Loyal Customers,0,Regular Customers
CUST027763,1334,2,930.3800000000001,1,3,2,132,6,At Risk,1,Inactive Customers
CUST027764,239,1,631.25,4,1,1,411,6,At Risk,2,Occasional Customers
CUST027765,383,2,2487.8900000000003,4,3,4,434,11,Loyal Customers,0,Regular Customers
CUST027766,482,2,1342.6,3,3,2,332,8,Potential Loyalists,2,Occasional Customers
CUST027767,1457,2,875.62,1,3,2,132,6,At Risk,1,Inactive Customers
CUST027768,195,2,991.1500000000001,4,3,2,432,9,Potential Loyalists,2,Occasional Customers
CUST027769,225,3,4975.08,4,4,5,445,13,Champions,3,High Value Customers
CUST027770,1577,2,1327.88,1,3,2,132,6,At Risk,1,Inactive Customers
CUST027771,1129,1,1700.34,1,1,3,113,5,At Risk,1,Inactive Customers
CUST027772,64,4,4601.98,5,5,5,555,15,Champions,3,High Value Customers
CUST027773,509,1,63.78,3,1,1,311,5,At Risk,2,Occasional Customers
CUST027774,147,6,4046.32,5,5,5,555,15,Champions,3,High Value Customers
CUST027775,124,2,3222.1800000000003,5,3,4,534,12,Loyal Customers,0,Regular Customers
CUST027776,28,3,4114.71,5,4,5,545,14,Champions,0,Regular Customers
CUST027777,650,2,1283.6,3,3,2,332,8,Potential Loyalists,2,Occasional Customers
CUST027778,178,2,2471.8,4,3,4,434,11,Loyal Customers,0,Regular Customers
CUST027779,247,2,3527.98,4,3,5,435,12,Loyal Customers,0,Regular Customers
CUST027780,324,1,2895.86,4,1,4,414,9,Potential Loyalists,2,Occasional Customers
CUST027781,771,1,297.46,2,1,1,211,4,At Risk,2,Occasional Customers
CUST027782,1228,1,567.33,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST027783,722,2,3045.16,2,3,4,234,9,Potential Loyalists,0,Regular Customers
CUST027784,1241,1,238.68,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST027785,625,3,729.46,3,4,2,342,9,Potential Loyalists,2,Occasional Customers
CUST027788,218,2,1429.77,4,3,3,433,10,Loyal Customers,2,Occasional Customers
CUST027789,1449,1,663.26,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST027790,671,1,1333.75,2,1,2,212,5,At Risk,2,Occasional Customers
CUST027791,16,4,1122.85,5,5,2,552,12,Loyal Customers,0,Regular Customers
CUST027792,20,3,3660.88,5,4,5,545,14,Champions,0,Regular Customers
CUST027793,437,1,476.02,3,1,1,311,5,At Risk,2,Occasional Customers
CUST027794,608,2,1340.01,3,3,2,332,8,Potential Loyalists,2,Occasional Customers
CUST027795,67,4,4199.219999999999,5,5,5,555,15,Champions,3,High Value Customers
CUST027796,384,1,708.7,4,1,2,412,7,Potential Loyalists,2,Occasional Customers
CUST027797,827,3,2140.5,2,4,3,243,9,Potential Loyalists,0,Regular Customers
CUST027798,7,4,4110.13,5,5,5,555,15,Champions,3,High Value Customers
CUST027799,297,2,980.4599999999999,4,3,2,432,9,Potential Loyalists,2,Occasional Customers
CUST027800,165,4,5355.37,5,5,5,555,15,Champions,3,High Value Customers
CUST027802,62,1,144.54,5,1,1,511,7,Potential Loyalists,2,Occasional Customers
CUST027803,854,3,2208.95,2,4,3,243,9,Potential Loyalists,0,Regular Customers
CUST027804,199,3,2961.86,4,4,4,444,12,Loyal Customers,0,Regular Customers
CUST027806,1258,2,2096.35,1,3,3,133,7,Potential Loyalists,1,Inactive Customers
CUST027807,1618,1,1608.32,1,1,3,113,5,At Risk,1,Inactive Customers
CUST027808,105,2,1511.73,5,3,3,533,11,Loyal Customers,2,Occasional Customers
CUST027809,388,6,7629.540000000001,4,5,5,455,14,Champions,3,High Value Customers
CUST027811,1642,1,2696.64,1,1,4,114,6,At Risk,1,Inactive Customers
CUST027812,1373,2,1062.08,1,3,2,132,6,At Risk,1,Inactive Customers
CUST027813,106,2,454.57,5,3,1,531,9,Potential Loyalists,2,Occasional Customers
CUST027814,750,3,2251.6800000000003,2,4,4,244,10,Loyal Customers,0,Regular Customers
CUST027815,43,1,1118.08,5,1,2,512,8,Potential Loyalists,2,Occasional Customers
CUST027816,121,1,2854.97,5,1,4,514,10,Loyal Customers,2,Occasional Customers
CUST027817,183,3,3494.35,4,4,5,445,13,Champions,0,Regular Customers
CUST027818,708,3,2004.55,2,4,3,243,9,Potential Loyalists,0,Regular Customers
CUST027819,121,3,1335.47,5,4,2,542,11,Loyal Customers,0,Regular Customers
CUST027820,193,4,6200.72,4,5,5,455,14,Champions,3,High Value Customers
CUST027821,901,3,2983.27,2,4,4,244,10,Loyal Customers,0,Regular Customers
CUST027822,51,3,1717.2800000000002,5,4,3,543,12,Loyal Customers,0,Regular Customers
CUST027823,1127,1,1250.29,1,1,2,112,4,At Risk,1,Inactive Customers
CUST027824,366,3,2854.78,4,4,4,444,12,Loyal Customers,0,Regular Customers
CUST027825,12,4,3646.03,5,5,5,555,15,Champions,3,High Value Customers
CUST027826,169,1,668.05,5,1,1,511,7,Potential Loyalists,2,Occasional Customers
CUST027827,29,2,1631.05,5,3,3,533,11,Loyal Customers,2,Occasional Customers
CUST027829,1784,1,2679.74,1,1,4,114,6,At Risk,1,Inactive Customers
CUST027830,577,1,1408.57,3,1,2,312,6,At Risk,2,Occasional Customers
CUST027831,180,3,5029.93,4,4,5,445,13,Champions,3,High Value Customers
CUST027832,781,2,1860.3400000000001,2,3,3,233,8,Potential Loyalists,2,Occasional Customers
CUST027833,170,2,2031.74,5,3,3,533,11,Loyal Customers,2,Occasional Customers
CUST027834,286,2,1859.3500000000001,4,3,3,433,10,Loyal Customers,2,Occasional Customers
CUST027835,90,2,1672.01,5,3,3,533,11,Loyal Customers,2,Occasional Customers
CUST027836,1270,1,1096.96,1,1,2,112,4,At Risk,1,Inactive Customers
CUST027837,1131,2,1080.23,1,3,2,132,6,At Risk,1,Inactive Customers
CUST027838,233,5,4122.39,4,5,5,455,14,Champions,3,High Value Customers
CUST027839,1374,3,1383.94,1,4,2,142,7,Potential Loyalists,1,Inactive Customers
CUST027841,161,2,2507.79,5,3,4,534,12,Loyal Customers,0,Regular Customers
CUST027842,99,2,1144.93,5,3,2,532,10,Loyal Customers,2,Occasional Customers
CUST027843,578,2,551.43,3,3,1,331,7,Potential Loyalists,2,Occasional Customers
CUST027844,1362,2,2833.66,1,3,4,134,8,Potential Loyalists,1,Inactive Customers
CUST027846,1416,1,1448.56,1,1,3,113,5,At Risk,1,Inactive Customers
CUST027847,1476,1,22.89,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST027848,35,3,5106.66,5,4,5,545,14,Champions,3,High Value Customers
CUST027849,1262,3,4246.85,1,4,5,145,10,Loyal Customers,0,Regular Customers
CUST027850,894,1,87.4,2,1,1,211,4,At Risk,1,Inactive Customers
CUST027851,1270,1,1252.16,1,1,2,112,4,At Risk,1,Inactive Customers
CUST027852,750,2,2129.11,2,3,3,233,8,Potential Loyalists,2,Occasional Customers
CUST027853,38,1,1654.84,5,1,3,513,9,Potential Loyalists,2,Occasional Customers
CUST027854,848,2,1918.51,2,3,3,233,8,Potential Loyalists,1,Inactive Customers
CUST027855,173,2,450.53999999999996,5,3,1,531,9,Potential Loyalists,2,Occasional Customers
CUST027857,954,2,2378.78,2,3,4,234,9,Potential Loyalists,1,Inactive Customers
CUST027858,99,2,1266.3200000000002,5,3,2,532,10,Loyal Customers,2,Occasional Customers
CUST027859,1763,1,2196.25,1,1,3,113,5,At Risk,1,Inactive Customers
CUST027860,59,2,2317.2,5,3,4,534,12,Loyal Customers,2,Occasional Customers
CUST027861,235,1,440.63,4,1,1,411,6,At Risk,2,Occasional Customers
CUST027862,515,2,757.53,3,3,2,332,8,Potential Loyalists,2,Occasional Customers
CUST027865,452,4,2756.73,3,5,4,354,12,Loyal Customers,0,Regular Customers
CUST027866,1243,1,1449.95,1,1,3,113,5,At Risk,1,Inactive Customers
CUST027867,912,2,688.9,2,3,1,231,6,At Risk,1,Inactive Customers
CUST027868,744,3,3200.54,2,4,4,244,10,Loyal Customers,0,Regular Customers
CUST027869,453,2,772.8599999999999,3,3,2,332,8,Potential Loyalists,2,Occasional Customers
CUST027870,336,3,3587.04,4,4,5,445,13,Champions,0,Regular Customers
CUST027871,286,2,3067.59,4,3,4,434,11,Loyal Customers,0,Regular Customers
CUST027872,268,6,4264.95,4,5,5,455,14,Champions,3,High Value Customers
CUST027874,405,3,2834.13,3,4,4,344,11,Loyal Customers,0,Regular Customers
CUST027875,253,1,1411.5,4,1,2,412,7,Potential Loyalists,2,Occasional Customers
CUST027876,1334,1,1167.01,1,1,2,112,4,At Risk,1,Inactive Customers
CUST027877,258,2,873.11,4,3,2,432,9,Potential Loyalists,2,Occasional Customers
CUST027878,525,3,2253.71,3,4,4,344,11,Loyal Customers,0,Regular Customers
CUST027879,1639,1,74.89,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST027880,216,4,3240.65,4,5,4,454,13,Champions,0,Regular Customers
CUST027881,120,1,2217.05,5,1,3,513,9,Potential Loyalists,2,Occasional Customers
CUST027882,121,4,7101.85,5,5,5,555,15,Champions,3,High Value Customers
CUST027883,53,2,382.19000000000005,5,3,1,531,9,Potential Loyalists,2,Occasional Customers
CUST027884,169,1,2108.0,5,1,3,513,9,Potential Loyalists,2,Occasional Customers
CUST027885,395,2,614.05,3,3,1,331,7,Potential Loyalists,2,Occasional Customers
CUST027886,899,3,1049.83,2,4,2,242,8,Potential Loyalists,0,Regular Customers
CUST027887,645,2,3236.51,3,3,4,334,10,Loyal Customers,0,Regular Customers
CUST027888,51,3,2245.48,5,4,4,544,13,Champions,0,Regular Customers
CUST027889,1383,2,1040.79,1,3,2,132,6,At Risk,1,Inactive Customers
CUST027890,1773,1,672.51,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST027892,171,4,2211.05,5,5,3,553,13,Champions,0,Regular Customers
CUST027893,748,1,2212.13,2,1,3,213,6,At Risk,2,Occasional Customers
CUST027894,1759,1,1659.43,1,1,3,113,5,At Risk,1,Inactive Customers
CUST027898,984,2,1229.97,2,3,2,232,7,Potential Loyalists,1,Inactive Customers
CUST027899,215,1,1381.36,4,1,2,412,7,Potential Loyalists,2,Occasional Customers
CUST027900,525,1,1149.38,3,1,2,312,6,At Risk,2,Occasional Customers
CUST027901,522,1,1098.96,3,1,2,312,6,At Risk,2,Occasional Customers
CUST027902,823,3,2261.87,2,4,4,244,10,Loyal Customers,0,Regular Customers
CUST027904,96,2,965.4,5,3,2,532,10,Loyal Customers,2,Occasional Customers
CUST027906,58,2,1724.22,5,3,3,533,11,Loyal Customers,2,Occasional Customers
CUST027908,147,5,4018.96,5,5,5,555,15,Champions,3,High Value Customers
CUST027909,1159,3,3572.3,1,4,5,145,10,Loyal Customers,0,Regular Customers
CUST027910,50,6,7158.33,5,5,5,555,15,Champions,3,High Value Customers
CUST027911,976,2,1631.55,2,3,3,233,8,Potential Loyalists,1,Inactive Customers
CUST027912,1617,1,1169.71,1,1,2,112,4,At Risk,1,Inactive Customers
CUST027913,348,5,2125.7,4,5,3,453,12,Loyal Customers,0,Regular Customers
CUST027914,1169,1,230.69,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST027915,430,6,5468.31,3,5,5,355,13,Champions,3,High Value Customers
CUST027916,315,3,4696.72,4,4,5,445,13,Champions,0,Regular Customers
CUST027917,118,4,4426.28,5,5,5,555,15,Champions,3,High Value Customers
CUST027919,1760,1,1632.54,1,1,3,113,5,At Risk,1,Inactive Customers
CUST027920,910,2,1331.3,2,3,2,232,7,Potential Loyalists,1,Inactive Customers
CUST027921,1344,1,1996.02,1,1,3,113,5,At Risk,1,Inactive Customers
CUST027922,253,5,3621.13,4,5,5,455,14,Champions,3,High Value Customers
CUST027923,664,2,2591.33,3,3,4,334,10,Loyal Customers,0,Regular Customers
CUST027925,380,1,674.07,4,1,1,411,6,At Risk,2,Occasional Customers
CUST027926,233,1,233.32,4,1,1,411,6,At Risk,2,Occasional Customers
CUST027927,98,5,4099.3,5,5,5,555,15,Champions,3,High Value Customers
CUST027928,1357,1,173.61,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST027929,55,4,4074.41,5,5,5,555,15,Champions,3,High Value Customers
CUST027930,796,2,3948.37,2,3,5,235,10,Loyal Customers,0,Regular Customers
CUST027931,94,1,320.18,5,1,1,511,7,Potential Loyalists,2,Occasional Customers
CUST027932,367,2,1228.6599999999999,4,3,2,432,9,Potential Loyalists,2,Occasional Customers
CUST027933,235,3,4956.51,4,4,5,445,13,Champions,3,High Value Customers
CUST027934,112,3,3320.87,5,4,4,544,13,Champions,0,Regular Customers
CUST027935,1075,3,1215.22,1,4,2,142,7,Potential Loyalists,1,Inactive Customers
CUST027936,612,2,800.62,3,3,2,332,8,Potential Loyalists,2,Occasional Customers
CUST027937,128,3,4708.66,5,4,5,545,14,Champions,3,High Value Customers
CUST027939,309,1,929.19,4,1,2,412,7,Potential Loyalists,2,Occasional Customers
CUST027942,782,2,2586.34,2,3,4,234,9,Potential Loyalists,0,Regular Customers
CUST027944,926,1,1675.43,2,1,3,213,6,At Risk,1,Inactive Customers
CUST027947,433,3,4910.349999999999,3,4,5,345,12,Loyal Customers,3,High Value Customers
CUST027948,1154,2,1616.8300000000002,1,3,3,133,7,Potential Loyalists,1,Inactive Customers
CUST027949,22,2,1551.8600000000001,5,3,3,533,11,Loyal Customers,2,Occasional Customers
CUST027950,1011,1,1603.3,2,1,3,213,6,At Risk,1,Inactive Customers
CUST027951,343,2,1816.2199999999998,4,3,3,433,10,Loyal Customers,2,Occasional Customers
CUST027952,21,3,3379.6299999999997,5,4,5,545,14,Champions,0,Regular Customers
CUST027953,350,2,2596.0699999999997,4,3,4,434,11,Loyal Customers,0,Regular Customers
CUST027954,760,2,1183.6,2,3,2,232,7,Potential Loyalists,2,Occasional Customers
CUST027955,1529,1,1913.27,1,1,3,113,5,At Risk,1,Inactive Customers
CUST027956,997,2,2380.2,2,3,4,234,9,Potential Loyalists,1,Inactive Customers
CUST027957,1163,2,831.19,1,3,2,132,6,At Risk,1,Inactive Customers
CUST027958,1059,1,297.14,2,1,1,211,4,At Risk,1,Inactive Customers
CUST027959,190,1,253.87,4,1,1,411,6,At Risk,2,Occasional Customers
CUST027961,408,2,2803.41,3,3,4,334,10,Loyal Customers,0,Regular Customers
CUST027962,370,2,921.77,4,3,2,432,9,Potential Loyalists,2,Occasional Customers
CUST027964,943,2,2038.64,2,3,3,233,8,Potential Loyalists,1,Inactive Customers
CUST027966,742,1,1810.71,2,1,3,213,6,At Risk,2,Occasional Customers
CUST027967,27,2,77.24000000000001,5,3,1,531,9,Potential Loyalists,2,Occasional Customers
CUST027968,175,2,2263.2200000000003,5,3,4,534,12,Loyal Customers,2,Occasional Customers
CUST027970,812,1,1075.98,2,1,2,212,5,At Risk,2,Occasional Customers
CUST027971,303,5,3071.14,4,5,4,454,13,Champions,3,High Value Customers
CUST027972,1404,5,4420.5,1,5,5,155,11,Loyal Customers,3,High Value Customers
CUST027973,271,2,1843.9099999999999,4,3,3,433,10,Loyal Customers,2,Occasional Customers
CUST027974,887,2,873.24,2,3,2,232,7,Potential Loyalists,1,Inactive Customers
CUST027975,587,4,3109.31,3,5,4,354,12,Loyal Customers,0,Regular Customers
CUST027976,1495,3,2370.5,1,4,4,144,9,Potential Loyalists,1,Inactive Customers
CUST027977,1190,3,5556.1,1,4,5,145,10,Loyal Customers,3,High Value Customers
CUST027978,1506,1,118.57,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST027979,118,4,3210.12,5,5,4,554,14,Champions,0,Regular Customers
CUST027980,1169,2,1207.73,1,3,2,132,6,At Risk,1,Inactive Customers
CUST027981,500,2,1926.73,3,3,3,333,9,Potential Loyalists,2,Occasional Customers
CUST027982,1762,1,726.95,1,1,2,112,4,At Risk,1,Inactive Customers
CUST027983,520,2,4855.67,3,3,5,335,11,Loyal Customers,0,Regular Customers
CUST027984,469,1,1838.54,3,1,3,313,7,Potential Loyalists,2,Occasional Customers
CUST027985,1644,1,63.37,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST027986,398,2,760.13,3,3,2,332,8,Potential Loyalists,2,Occasional Customers
CUST027987,259,4,4723.79,4,5,5,455,14,Champions,3,High Value Customers
CUST027988,699,3,2494.3,2,4,4,244,10,Loyal Customers,0,Regular Customers
CUST027989,574,3,3372.5699999999997,3,4,5,345,12,Loyal Customers,0,Regular Customers
CUST027990,249,5,4765.8,4,5,5,455,14,Champions,3,High Value Customers
CUST027991,785,3,2554.16,2,4,4,244,10,Loyal Customers,0,Regular Customers
CUST027993,443,1,2613.09,3,1,4,314,8,Potential Loyalists,2,Occasional Customers
CUST027997,394,2,992.77,3,3,2,332,8,Potential Loyalists,2,Occasional Customers
CUST027998,1545,1,69.76,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST027999,101,1,490.21,5,1,1,511,7,Potential Loyalists,2,Occasional Customers
CUST028000,497,5,2411.77,3,5,4,354,12,Loyal Customers,0,Regular Customers
CUST028001,251,2,883.9399999999999,4,3,2,432,9,Potential Loyalists,2,Occasional Customers
CUST028003,884,2,2239.76,2,3,4,234,9,Potential Loyalists,1,Inactive Customers
CUST028005,1697,1,1515.53,1,1,3,113,5,At Risk,1,Inactive Customers
CUST028006,951,3,4729.13,2,4,5,245,11,Loyal Customers,0,Regular Customers
CUST028007,25,1,2406.69,5,1,4,514,10,Loyal Customers,2,Occasional Customers
CUST028008,1631,1,1695.87,1,1,3,113,5,At Risk,1,Inactive Customers
CUST028009,330,3,1621.52,4,4,3,443,11,Loyal Customers,0,Regular Customers
CUST028010,733,5,5026.87,2,5,5,255,12,Loyal Customers,3,High Value Customers
CUST028011,853,3,1438.02,2,4,3,243,9,Potential Loyalists,0,Regular Customers
CUST028012,1824,1,1347.31,1,1,2,112,4,At Risk,1,Inactive Customers
CUST028013,190,2,1333.69,4,3,2,432,9,Potential Loyalists,2,Occasional Customers
CUST028014,1113,2,852.8900000000001,1,3,2,132,6,At Risk,1,Inactive Customers
CUST028016,465,2,2128.88,3,3,3,333,9,Potential Loyalists,2,Occasional Customers
CUST028017,107,2,1188.81,5,3,2,532,10,Loyal Customers,2,Occasional Customers
CUST028019,424,1,3093.52,3,1,4,314,8,Potential Loyalists,2,Occasional Customers
CUST028020,17,2,915.48,5,3,2,532,10,Loyal Customers,2,Occasional Customers
CUST028021,1428,2,1987.5900000000001,1,3,3,133,7,Potential Loyalists,1,Inactive Customers
CUST028022,127,3,3450.96,5,4,5,545,14,Champions,0,Regular Customers
CUST028023,260,3,1027.94,4,4,2,442,10,Loyal Customers,0,Regular Customers
CUST028024,1391,2,2469.83,1,3,4,134,8,Potential Loyalists,1,Inactive Customers
CUST028025,323,2,788.8699999999999,4,3,2,432,9,Potential Loyalists,2,Occasional Customers
CUST028026,1662,1,494.6,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST028027,328,4,2058.13,4,5,3,453,12,Loyal Customers,0,Regular Customers
CUST028028,41,2,3075.27,5,3,4,534,12,Loyal Customers,0,Regular Customers
CUST028030,17,4,2919.14,5,5,4,554,14,Champions,0,Regular Customers
CUST028031,891,2,456.59000000000003,2,3,1,231,6,At Risk,1,Inactive Customers
CUST028032,64,4,2901.63,5,5,4,554,14,Champions,0,Regular Customers
CUST028033,120,3,1620.23,5,4,3,543,12,Loyal Customers,0,Regular Customers
CUST028034,800,1,1477.74,2,1,3,213,6,At Risk,2,Occasional Customers
CUST028035,662,2,1950.04,3,3,3,333,9,Potential Loyalists,2,Occasional Customers
CUST028036,242,3,1582.7700000000002,4,4,3,443,11,Loyal Customers,0,Regular Customers
CUST028037,164,5,4842.71,5,5,5,555,15,Champions,3,High Value Customers
CUST028038,1207,1,1952.93,1,1,3,113,5,At Risk,1,Inactive Customers
CUST028040,894,4,3333.15,2,5,4,254,11,Loyal Customers,0,Regular Customers
CUST028041,290,3,1012.3299999999999,4,4,2,442,10,Loyal Customers,0,Regular Customers
CUST028042,928,1,418.55,2,1,1,211,4,At Risk,1,Inactive Customers
CUST028043,1161,1,107.74,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST028044,228,1,2348.0,4,1,4,414,9,Potential Loyalists,2,Occasional Customers
CUST028045,189,3,5409.44,4,4,5,445,13,Champions,3,High Value Customers
CUST028046,718,2,3004.23,2,3,4,234,9,Potential Loyalists,0,Regular Customers
CUST028047,1403,1,179.98,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST028048,870,1,751.57,2,1,2,212,5,At Risk,1,Inactive Customers
CUST028049,1423,1,291.94,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST028052,70,5,5264.28,5,5,5,555,15,Champions,3,High Value Customers
CUST028053,336,3,2848.68,4,4,4,444,12,Loyal Customers,0,Regular Customers
CUST028055,812,1,142.26,2,1,1,211,4,At Risk,2,Occasional Customers
CUST028056,153,2,1921.7099999999998,5,3,3,533,11,Loyal Customers,2,Occasional Customers
CUST028058,722,2,1114.51,2,3,2,232,7,Potential Loyalists,2,Occasional Customers
CUST028059,428,1,847.26,3,1,2,312,6,At Risk,2,Occasional Customers
CUST028060,424,2,2414.05,3,3,4,334,10,Loyal Customers,0,Regular Customers
CUST028062,893,1,1003.82,2,1,2,212,5,At Risk,1,Inactive Customers
CUST028063,731,1,3019.58,2,1,4,214,7,Potential Loyalists,2,Occasional Customers
CUST028064,480,3,1778.1,3,4,3,343,10,Loyal Customers,0,Regular Customers
CUST028066,581,1,1097.45,3,1,2,312,6,At Risk,2,Occasional Customers
CUST028067,631,2,839.9300000000001,3,3,2,332,8,Potential Loyalists,2,Occasional Customers
CUST028068,63,5,3368.56,5,5,5,555,15,Champions,3,High Value Customers
CUST028069,242,2,1545.68,4,3,3,433,10,Loyal Customers,2,Occasional Customers
CUST028070,1144,2,2042.0800000000002,1,3,3,133,7,Potential Loyalists,1,Inactive Customers
CUST028071,87,3,1565.72,5,4,3,543,12,Loyal Customers,0,Regular Customers
